Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7221865,WGS,assembly,229,557791075,PRJNA437462,SAMN09267588,Model organism or animal,400765152,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-45,SRX4128451,Illumina HiSeq 2500,VB-45,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000176_VB.bam,female,SRP149029,fin clip
SRR7221866,WGS,assembly,232,460284990,PRJNA437462,SAMN09267587,Model organism or animal,364513810,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,VB-44,SRX4128450,Illumina HiSeq 2500,VB-44,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000175_VB.bam,male,SRP149029,fin clip
SRR7221867,WGS,assembly,230,471614833,PRJNA437462,SAMN09267586,Model organism or animal,372908579,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,VB-43,SRX4128449,Illumina HiSeq 2500,VB-43,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000174_VB.bam,male,SRP149029,fin clip
SRR7221868,WGS,assembly,230,463126689,PRJNA437462,SAMN09267585,Model organism or animal,373446794,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,VB-42,SRX4128448,Illumina HiSeq 2500,VB-42,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000173_VB.bam,male,SRP149029,fin clip
SRR7221869,WGS,assembly,232,354680097,PRJNA437462,SAMN09267584,Model organism or animal,335382826,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-41,SRX4128447,Illumina HiSeq 2500,VB-41,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000172_VB.bam,male,SRP149029,fin clip
SRR7221870,WGS,assembly,231,418425370,PRJNA437462,SAMN09267583,Model organism or animal,357088045,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-40,SRX4128446,Illumina HiSeq 2500,VB-40,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000171_VB.bam,male,SRP149029,fin clip
SRR7221871,WGS,assembly,233,430862063,PRJNA437462,SAMN09267582,Model organism or animal,353055619,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-39,SRX4128445,Illumina HiSeq 2500,VB-39,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000170_VB.bam,male,SRP149029,fin clip
SRR7221872,WGS,assembly,232,774063586,PRJNA437462,SAMN09267529,Model organism or animal,457207478,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-29,SRX4128444,Illumina HiSeq 2500,GB-29,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000093_GB.bam,female,SRP149029,fin clip
SRR7221873,WGS,assembly,231,562176187,PRJNA437462,SAMN09267690,Model organism or animal,399239049,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,BNP-27,SRX4128443,Illumina HiSeq 2500,BNP-27,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000345_BNP.bam,female,SRP149029,fin clip
SRR7221874,WGS,assembly,232,483426077,PRJNA437462,SAMN09267691,Model organism or animal,374783389,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BNP-28,SRX4128442,Illumina HiSeq 2500,BNP-28,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000346_BNP.bam,female,SRP149029,fin clip
SRR7221875,WGS,assembly,231,814440495,PRJNA437462,SAMN09267528,Model organism or animal,472601565,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-28,SRX4128441,Illumina HiSeq 2500,GB-28,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000092_GB.bam,female,SRP149029,fin clip
SRR7221876,WGS,assembly,232,888349434,PRJNA437462,SAMN09267477,Model organism or animal,487204703,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-1,SRX4128440,Illumina HiSeq 2500,SP-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000012_SP.bam,male,SRP149029,fin clip
SRR7221877,WGS,assembly,232,602355061,PRJNA437462,SAMN09267686,Model organism or animal,400741941,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-23,SRX4128439,Illumina HiSeq 2500,BNP-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000340_BNP.bam,male,SRP149029,fin clip
SRR7221878,WGS,assembly,232,789972977,PRJNA437462,SAMN09267687,Model organism or animal,454799606,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,BNP-24,SRX4128438,Illumina HiSeq 2500,BNP-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000341_BNP.bam,male,SRP149029,fin clip
SRR7221879,WGS,assembly,232,542157075,PRJNA437462,SAMN09267688,Model organism or animal,391206208,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-25,SRX4128437,Illumina HiSeq 2500,BNP-25,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000343_BNP.bam,female,SRP149029,fin clip
SRR7221880,WGS,assembly,231,519323894,PRJNA437462,SAMN09267689,Model organism or animal,385666119,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-26,SRX4128436,Illumina HiSeq 2500,BNP-26,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000344_BNP.bam,female,SRP149029,fin clip
SRR7221881,WGS,assembly,232,848663430,PRJNA437462,SAMN09267682,Model organism or animal,471296627,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-19,SRX4128435,Illumina HiSeq 2500,BNP-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000336_BNP.bam,male,SRP149029,fin clip
SRR7221882,WGS,assembly,232,333982394,PRJNA437462,SAMN09267683,Model organism or animal,334410631,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-20,SRX4128434,Illumina HiSeq 2500,BNP-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000337_BNP.bam,male,SRP149029,fin clip
SRR7221883,WGS,assembly,232,281092066,PRJNA437462,SAMN09267684,Model organism or animal,318621288,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-21,SRX4128433,Illumina HiSeq 2500,BNP-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000338_BNP.bam,male,SRP149029,fin clip
SRR7221884,WGS,assembly,231,450386519,PRJNA437462,SAMN09267685,Model organism or animal,367319128,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BNP-22,SRX4128432,Illumina HiSeq 2500,BNP-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000339_BNP.bam,male,SRP149029,fin clip
SRR7221885,WGS,assembly,231,406444653,PRJNA437462,SAMN09267522,Model organism or animal,360610378,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-22,SRX4128431,Illumina HiSeq 2500,GB-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000085_GB.bam,female,SRP149029,fin clip
SRR7221886,WGS,assembly,230,588803596,PRJNA437462,SAMN09267537,Model organism or animal,414171018,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-37,SRX4128430,Illumina HiSeq 2500,GB-37,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000104_GB.bam,female,SRP149029,fin clip
SRR7221887,WGS,assembly,231,915950797,PRJNA437462,SAMN09267539,Model organism or animal,500525440,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,GB-39,SRX4128429,Illumina HiSeq 2500,GB-39,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000106_GB.bam,female,SRP149029,fin clip
SRR7221888,WGS,assembly,230,564446914,PRJNA437462,SAMN09267525,Model organism or animal,406234400,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,GB-25,SRX4128428,Illumina HiSeq 2500,GB-25,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000088_GB.bam,female,SRP149029,fin clip
SRR7221889,WGS,assembly,231,818297567,PRJNA437462,SAMN09267524,Model organism or animal,472100903,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-24,SRX4128427,Illumina HiSeq 2500,GB-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000087_GB.bam,female,SRP149029,fin clip
SRR7221890,WGS,assembly,231,322848217,PRJNA437462,SAMN09267518,Model organism or animal,336758324,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-18,SRX4128426,Illumina HiSeq 2500,GB-18,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000081_GB.bam,female,SRP149029,fin clip
SRR7221891,WGS,assembly,231,600838327,PRJNA437462,SAMN09267519,Model organism or animal,413216603,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-19,SRX4128425,Illumina HiSeq 2500,GB-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000082_GB.bam,female,SRP149029,fin clip
SRR7221892,WGS,assembly,232,625757760,PRJNA437462,SAMN09267516,Model organism or animal,415944827,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-16,SRX4128424,Illumina HiSeq 2500,GB-16,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000077_GB.bam,female,SRP149029,fin clip
SRR7221893,WGS,assembly,231,466206291,PRJNA437462,SAMN09267517,Model organism or animal,374712928,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,GB-17,SRX4128423,Illumina HiSeq 2500,GB-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000078_GB.bam,female,SRP149029,fin clip
SRR7221894,WGS,assembly,231,478173567,PRJNA437462,SAMN09267514,Model organism or animal,380648859,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-14,SRX4128422,Illumina HiSeq 2500,GB-14,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000075_GB.bam,male,SRP149029,fin clip
SRR7221895,WGS,assembly,231,478836123,PRJNA437462,SAMN09267476,Model organism or animal,374888587,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,VB-5,SRX4128421,Illumina HiSeq 2500,VB-5,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000008_VB.bam,male,SRP149029,fin clip
SRR7221896,WGS,assembly,232,299456223,PRJNA437462,SAMN09267512,Model organism or animal,327209683,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-12,SRX4128420,Illumina HiSeq 2500,GB-12,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000073_GB.bam,male,SRP149029,fin clip
SRR7221897,WGS,assembly,231,358333747,PRJNA437462,SAMN09267513,Model organism or animal,347870595,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,GB-13,SRX4128419,Illumina HiSeq 2500,GB-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000074_GB.bam,male,SRP149029,fin clip
SRR7221898,WGS,assembly,230,531854950,PRJNA437462,SAMN09267753,Model organism or animal,393647748,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,SJ-18,SRX4128418,Illumina HiSeq 2500,SJ-18,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000449_SJ.bam,female,SRP149029,fin clip
SRR7221899,WGS,assembly,230,411971692,PRJNA437462,SAMN09267520,Model organism or animal,363379531,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,GB-20,SRX4128417,Illumina HiSeq 2500,GB-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000083_GB.bam,female,SRP149029,fin clip
SRR7221900,WGS,assembly,231,625055040,PRJNA437462,SAMN09267521,Model organism or animal,419789968,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,GB-21,SRX4128416,Illumina HiSeq 2500,GB-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000084_GB.bam,female,SRP149029,fin clip
SRR7221901,WGS,assembly,232,395113103,PRJNA437462,SAMN09267755,Model organism or animal,352993754,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SJ-20,SRX4128415,Illumina HiSeq 2500,SJ-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000454_SJ.bam,female,SRP149029,fin clip
SRR7221902,WGS,assembly,231,200675735,PRJNA437462,SAMN09267754,Model organism or animal,301159564,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SJ-19,SRX4128414,Illumina HiSeq 2500,SJ-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000451_SJ.bam,female,SRP149029,fin clip
SRR7221903,WGS,assembly,231,356999274,PRJNA437462,SAMN09267600,Model organism or animal,341645069,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,PB-8,SRX4128413,Illumina HiSeq 2500,PB-8,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000190_PB.bam,female,SRP149029,fin clip
SRR7221904,WGS,assembly,233,346719761,PRJNA437462,SAMN09267601,Model organism or animal,330658173,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,PB-9,SRX4128412,Illumina HiSeq 2500,PB-9,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000191_PB.bam,female,SRP149029,fin clip
SRR7221905,WGS,assembly,231,531230693,PRJNA437462,SAMN09267759,Model organism or animal,395087910,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SJ-24,SRX4128411,Illumina HiSeq 2500,SJ-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000464_SJ.bam,female,SRP149029,fin clip
SRR7221906,WGS,assembly,231,98802388,PRJNA437462,SAMN09267758,Model organism or animal,272140129,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SJ-23,SRX4128410,Illumina HiSeq 2500,SJ-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000463_SJ.bam,female,SRP149029,fin clip
SRR7221907,WGS,assembly,232,199895839,PRJNA437462,SAMN09267757,Model organism or animal,297490156,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SJ-22,SRX4128409,Illumina HiSeq 2500,SJ-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000460_SJ.bam,female,SRP149029,fin clip
SRR7221908,WGS,assembly,232,172918258,PRJNA437462,SAMN09267756,Model organism or animal,291449479,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SJ-21,SRX4128408,Illumina HiSeq 2500,SJ-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000458_SJ.bam,female,SRP149029,fin clip
SRR7221909,WGS,assembly,229,844629266,PRJNA437462,SAMN09267594,Model organism or animal,480153348,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-2,SRX4128407,Illumina HiSeq 2500,PB-2,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000183_PB.bam,male,SRP149029,fin clip
SRR7221910,WGS,assembly,230,567285938,PRJNA437462,SAMN09267595,Model organism or animal,400544215,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,PB-3,SRX4128406,Illumina HiSeq 2500,PB-3,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000184_PB.bam,male,SRP149029,fin clip
SRR7221911,WGS,assembly,231,437855681,PRJNA437462,SAMN09267592,Model organism or animal,365284853,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,VB-49,SRX4128405,Illumina HiSeq 2500,VB-49,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000180_VB.bam,female,SRP149029,fin clip
SRR7221912,WGS,assembly,233,407113681,PRJNA437462,SAMN09267593,Model organism or animal,346823080,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-1,SRX4128404,Illumina HiSeq 2500,PB-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000182_PB.bam,male,SRP149029,fin clip
SRR7221913,WGS,assembly,233,374028565,PRJNA437462,SAMN09267598,Model organism or animal,338817892,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,PB-6,SRX4128403,Illumina HiSeq 2500,PB-6,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000187_PB.bam,male,SRP149029,fin clip
SRR7221914,WGS,assembly,230,394735856,PRJNA437462,SAMN09267599,Model organism or animal,351747257,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-7,SRX4128402,Illumina HiSeq 2500,PB-7,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000188_PB.bam,male,SRP149029,fin clip
SRR7221915,WGS,assembly,231,238240173,PRJNA437462,SAMN09267596,Model organism or animal,309384528,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-4,SRX4128401,Illumina HiSeq 2500,PB-4,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000185_PB.bam,male,SRP149029,fin clip
SRR7221916,WGS,assembly,233,187019642,PRJNA437462,SAMN09267597,Model organism or animal,291931626,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-5,SRX4128400,Illumina HiSeq 2500,PB-5,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000186_PB.bam,male,SRP149029,fin clip
SRR7221917,WGS,assembly,232,375290835,PRJNA437462,SAMN09267565,Model organism or animal,341348634,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,VB-22,SRX4128399,Illumina HiSeq 2500,VB-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000148_VB.bam,female,SRP149029,fin clip
SRR7221918,WGS,assembly,231,448574791,PRJNA437462,SAMN09267681,Model organism or animal,369500439,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-18,SRX4128398,Illumina HiSeq 2500,BNP-18,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000335_BNP.bam,male,SRP149029,fin clip
SRR7221919,WGS,assembly,232,687908605,PRJNA437462,SAMN09267680,Model organism or animal,425530297,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-17,SRX4128397,Illumina HiSeq 2500,BNP-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000334_BNP.bam,male,SRP149029,fin clip
SRR7221920,WGS,assembly,231,404441518,PRJNA437462,SAMN09267564,Model organism or animal,353619904,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-21,SRX4128396,Illumina HiSeq 2500,VB-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000145_VB.bam,female,SRP149029,fin clip
SRR7221921,WGS,assembly,232,1000000861,PRJNA437462,SAMN09267675,Model organism or animal,511432158,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-12,SRX4128395,Illumina HiSeq 2500,BNP-12,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000329_BNP.bam,male,SRP149029,fin clip
SRR7221922,WGS,assembly,231,620014340,PRJNA437462,SAMN09267674,Model organism or animal,413222623,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-11,SRX4128394,Illumina HiSeq 2500,BNP-11,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000328_BNP.bam,male,SRP149029,fin clip
SRR7221923,WGS,assembly,231,451235142,PRJNA437462,SAMN09267673,Model organism or animal,369816742,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-10,SRX4128393,Illumina HiSeq 2500,BNP-10,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000327_BNP.bam,male,SRP149029,fin clip
