Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Breed,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Strain,Tissue
SRR4781610,Not applicable,WGS,assembly,199,8218408628,PRJNA323589,SAMN05930362,Model organism or animal,Not applicable,4708656913,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313655,Illumina HiSeq 2500,BI-19,41.1818 N 71.5793 W,BI-19,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-19,male,SRP092392,Not applicable,caudal fin
SRR4781612,Not applicable,WGS,assembly,199,12583812576,PRJNA323589,SAMN05930361,Model organism or animal,Not applicable,6966170503,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,Block Island,SRX2313656,Illumina HiSeq 2500,BI-17,41.1818 N 71.5793 W,BI-17,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-17,male,SRP092392,Not applicable,caudal fin
SRR4781614,Not applicable,WGS,assembly,199,5592599636,PRJNA323589,SAMN05930645,Model organism or animal,Not applicable,3329315166,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,fasta,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,New Bedford Harbor,SRX2313657,Illumina HiSeq 2500,NBH-8,41.6676 N 70.9159 W,NBH-8,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-8,male,SRP092392,Not applicable,caudal fin
SRR4781616,Not applicable,WGS,assembly,199,4428800528,PRJNA323589,SAMN05930646,Model organism or animal,Not applicable,2658196666,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,fasta,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,New Bedford Harbor,SRX2313658,Illumina HiSeq 2500,NBH-9,41.6676 N 70.9159 W,NBH-9,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-9,male,SRP092392,Not applicable,caudal fin
SRR4781618,Not applicable,WGS,assembly,202,864401834,PRJNA323589,SAMN05930442,Model organism or animal,Not applicable,501346668,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313659,Illumina HiSeq 2500,BP-48,41.1570 N 73.2189 W,BP-48,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-48,male,SRP092392,Not applicable,caudal fin
SRR4781621,Not applicable,WGS,assembly,202,1011455410,PRJNA323589,SAMN05930441,Model organism or animal,Not applicable,550266969,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313660,Illumina HiSeq 2500,BP-47,41.1570 N 73.2189 W,BP-47,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-47,female,SRP092392,Not applicable,caudal fin
SRR4781626,Not applicable,WGS,assembly,202,1321632268,PRJNA323589,SAMN05930446,Model organism or animal,Not applicable,632557703,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313661,Illumina HiSeq 2500,BP-51,41.1570 N 73.2189 W,BP-51,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-51,male,SRP092392,Not applicable,caudal fin
SRR4781629,Not applicable,WGS,assembly,202,1209694170,PRJNA323589,SAMN05930445,Model organism or animal,Not applicable,606424048,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,Bridgeport,SRX2313662,Illumina HiSeq 2500,BP-50,41.1570 N 73.2189 W,BP-50,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-50,male,SRP092392,Not applicable,caudal fin
SRR4781633,Not applicable,WGS,assembly,202,1161104686,PRJNA323589,SAMN05930444,Model organism or animal,Not applicable,587437337,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313663,Illumina HiSeq 2500,BP-4,41.1570 N 73.2189 W,BP-4,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-4,female,SRP092392,Not applicable,caudal fin
SRR4781638,Not applicable,WGS,assembly,202,1279191664,PRJNA323589,SAMN05930443,Model organism or animal,Not applicable,621395301,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,Bridgeport,SRX2313664,Illumina HiSeq 2500,BP-49,41.1570 N 73.2189 W,BP-49,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-49,male,SRP092392,Not applicable,caudal fin
SRR4781642,Not applicable,WGS,assembly,202,1534895990,PRJNA323589,SAMN05930450,Model organism or animal,Not applicable,704836830,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313665,Illumina HiSeq 2500,BP-6,41.1570 N 73.2189 W,BP-6,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-6,male,SRP092392,Not applicable,caudal fin
SRR4781646,Not applicable,WGS,assembly,202,1102651744,PRJNA323589,SAMN05930449,Model organism or animal,Not applicable,566085167,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,Bridgeport,SRX2313666,Illumina HiSeq 2500,BP-5,41.1570 N 73.2189 W,BP-5,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-5,female,SRP092392,Not applicable,caudal fin
SRR4781651,Not applicable,WGS,assembly,202,754853800,PRJNA323589,SAMN05930448,Model organism or animal,Not applicable,467913059,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,Bridgeport,SRX2313667,Illumina HiSeq 2500,BP-53,41.1570 N 73.2189 W,BP-53,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-53,male,SRP092392,Not applicable,caudal fin
SRR4781655,Not applicable,WGS,assembly,202,1171543844,PRJNA323589,SAMN05930447,Model organism or animal,Not applicable,588200019,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,Bridgeport,SRX2313668,Illumina HiSeq 2500,BP-52,41.1570 N 73.2189 W,BP-52,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-52,male,SRP092392,Not applicable,caudal fin
SRR4781657,Not applicable,WGS,assembly,199,4957934620,PRJNA323589,SAMN05930644,Model organism or animal,Not applicable,2973878893,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313669,Illumina HiSeq 2500,NBH-7,41.6676 N 70.9159 W,NBH-7,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-7,female,SRP092392,Not applicable,caudal fin
SRR4781660,Not applicable,WGS,assembly,199,3581472676,PRJNA323589,SAMN05930382,Model organism or animal,Not applicable,2209475443,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,Block Island,SRX2313670,Illumina HiSeq 2500,BI-39,41.1818 N 71.5793 W,BI-39,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-39,female,SRP092392,Not applicable,caudal fin
SRR4781666,Not applicable,WGS,assembly,199,5944692076,PRJNA323589,SAMN05930381,Model organism or animal,Not applicable,3387414979,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Block Island,SRX2313671,Illumina HiSeq 2500,BI-38,41.1818 N 71.5793 W,BI-38,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-38,male,SRP092392,Not applicable,caudal fin
SRR4781671,Not applicable,WGS,assembly,199,5432991276,PRJNA323589,SAMN05930384,Model organism or animal,Not applicable,3206980053,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,Block Island,SRX2313672,Illumina HiSeq 2500,BI-41,41.1818 N 71.5793 W,BI-41,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-41,female,SRP092392,Not applicable,caudal fin
SRR4781675,Not applicable,WGS,assembly,199,7146661132,PRJNA323589,SAMN05930383,Model organism or animal,Not applicable,4344859686,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Block Island,SRX2313673,Illumina HiSeq 2500,BI-40,41.1818 N 71.5793 W,BI-40,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-40,female,SRP092392,Not applicable,caudal fin
SRR4781678,Not applicable,WGS,assembly,199,4902952200,PRJNA323589,SAMN05930386,Model organism or animal,Not applicable,2899448147,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,Block Island,SRX2313674,Illumina HiSeq 2500,BI-43,41.1818 N 71.5793 W,BI-43,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-43,female,SRP092392,Not applicable,caudal fin
SRR4781682,Not applicable,WGS,assembly,199,4759518684,PRJNA323589,SAMN05930385,Model organism or animal,Not applicable,2870358771,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,Block Island,SRX2313675,Illumina HiSeq 2500,BI-42,41.1818 N 71.5793 W,BI-42,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-42,female,SRP092392,Not applicable,caudal fin
SRR4781684,Not applicable,WGS,assembly,199,9119647452,PRJNA323589,SAMN05930388,Model organism or animal,Not applicable,5194570586,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,sra,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,Block Island,SRX2313676,Illumina HiSeq 2500,BI-45,41.1818 N 71.5793 W,BI-45,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-45,male,SRP092392,Not applicable,caudal fin
SRR4781694,Not applicable,WGS,assembly,199,14386135568,PRJNA323589,SAMN05930387,Model organism or animal,Not applicable,8220180533,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,fasta,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,Block Island,SRX2313677,Illumina HiSeq 2500,BI-44,41.1818 N 71.5793 W,BI-44,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-44,female,SRP092392,Not applicable,caudal fin
SRR4781696,Not applicable,WGS,assembly,199,3865500348,PRJNA323589,SAMN05930390,Model organism or animal,Not applicable,2320602952,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Block Island,SRX2313678,Illumina HiSeq 2500,BI-47,41.1818 N 71.5793 W,BI-47,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-47,female,SRP092392,Not applicable,caudal fin
SRR4781697,Not applicable,WGS,assembly,199,4726115572,PRJNA323589,SAMN05930389,Model organism or animal,Not applicable,2833221345,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,Block Island,SRX2313679,Illumina HiSeq 2500,BI-46,41.1818 N 71.5793 W,BI-46,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-46,female,SRP092392,Not applicable,caudal fin
SRR4781699,Not applicable,WGS,assembly,199,9485693664,PRJNA323589,SAMN05930607,Model organism or animal,Not applicable,5502331880,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,New Bedford Harbor,SRX2313680,Illumina HiSeq 2500,NBH-19,41.6676 N 70.9159 W,NBH-19,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-19,female,SRP092392,Not applicable,caudal fin
SRR4781701,Not applicable,WGS,assembly,199,8069410296,PRJNA323589,SAMN05930608,Model organism or animal,Not applicable,4835375453,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,bam,fasta","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,New Bedford Harbor,SRX2313681,Illumina HiSeq 2500,NBH-1,41.6676 N 70.9159 W,NBH-1,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-1,female,SRP092392,Not applicable,caudal fin
SRR4781702,Not applicable,WGS,assembly,199,9484915348,PRJNA323589,SAMN05930611,Model organism or animal,Not applicable,5641530596,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,New Bedford Harbor,SRX2313682,Illumina HiSeq 2500,NBH-22,41.6676 N 70.9159 W,NBH-22,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-22,male,SRP092392,Not applicable,caudal fin
SRR4781704,Not applicable,WGS,assembly,199,8561164280,PRJNA323589,SAMN05930612,Model organism or animal,Not applicable,5109080833,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313683,Illumina HiSeq 2500,NBH-23,41.6676 N 70.9159 W,NBH-23,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-23,female,SRP092392,Not applicable,caudal fin
SRR4781705,Not applicable,WGS,assembly,199,9790246776,PRJNA323589,SAMN05930609,Model organism or animal,Not applicable,5823359679,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,New Bedford Harbor,SRX2313684,Illumina HiSeq 2500,NBH-20,41.6676 N 70.9159 W,NBH-20,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-20,male,SRP092392,Not applicable,caudal fin
SRR4781707,Not applicable,WGS,assembly,199,12929973484,PRJNA323589,SAMN05930610,Model organism or animal,Not applicable,7414748774,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,New Bedford Harbor,SRX2313685,Illumina HiSeq 2500,NBH-21,41.6676 N 70.9159 W,NBH-21,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-21,male,SRP092392,Not applicable,caudal fin
SRR4781709,Not applicable,WGS,assembly,199,12921052056,PRJNA323589,SAMN05930615,Model organism or animal,Not applicable,7567823245,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,New Bedford Harbor,SRX2313686,Illumina HiSeq 2500,NBH-26,41.6676 N 70.9159 W,NBH-26,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-26,male,SRP092392,Not applicable,caudal fin
SRR4781711,Not applicable,WGS,assembly,199,8378656772,PRJNA323589,SAMN05930616,Model organism or animal,Not applicable,5039095842,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,New Bedford Harbor,SRX2313687,Illumina HiSeq 2500,NBH-27,41.6676 N 70.9159 W,NBH-27,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-27,male,SRP092392,Not applicable,caudal fin
SRR4781713,Not applicable,WGS,assembly,199,13639163556,PRJNA323589,SAMN05930613,Model organism or animal,Not applicable,7880937109,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,fasta,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,New Bedford Harbor,SRX2313688,Illumina HiSeq 2500,NBH-24,41.6676 N 70.9159 W,NBH-24,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-24,male,SRP092392,Not applicable,caudal fin
SRR4781714,Not applicable,WGS,assembly,199,11057197800,PRJNA323589,SAMN05930614,Model organism or animal,Not applicable,6220079591,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,New Bedford Harbor,SRX2313689,Illumina HiSeq 2500,NBH-25,41.6676 N 70.9159 W,NBH-25,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-25,female,SRP092392,Not applicable,caudal fin
SRR4781716,Not applicable,WGS,assembly,199,8843886140,PRJNA323589,SAMN05930357,Model organism or animal,Not applicable,4894283741,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Block Island,SRX2313690,Illumina HiSeq 2500,BI-11,41.1818 N 71.5793 W,BI-11,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-11,male,SRP092392,Not applicable,caudal fin
SRR4781718,Not applicable,WGS,assembly,199,14491183524,PRJNA323589,SAMN05930358,Model organism or animal,Not applicable,8067290316,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,Block Island,SRX2313691,Illumina HiSeq 2500,BI-12,41.1818 N 71.5793 W,BI-12,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-12,male,SRP092392,Not applicable,caudal fin
SRR4781720,Not applicable,WGS,assembly,199,11781711780,PRJNA323589,SAMN05930359,Model organism or animal,Not applicable,6604552520,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Block Island,SRX2313692,Illumina HiSeq 2500,BI-14,41.1818 N 71.5793 W,BI-14,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-14,male,SRP092392,Not applicable,caudal fin
SRR4781721,Not applicable,WGS,assembly,199,9966183008,PRJNA323589,SAMN05930360,Model organism or animal,Not applicable,5575170573,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,Block Island,SRX2313693,Illumina HiSeq 2500,BI-15,41.1818 N 71.5793 W,BI-15,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-15,male,SRP092392,Not applicable,caudal fin
SRR4781722,Not applicable,WGS,assembly,202,1289580120,PRJNA323589,SAMN05930506,Model organism or animal,Not applicable,632855275,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,Flax Pond,SRX2313694,Illumina HiSeq 2500,F-13,40.9637 N 73.1342 W,F-13,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-13,female,SRP092392,Not applicable,caudal fin
SRR4781723,Not applicable,WGS,assembly,199,11046179416,PRJNA323589,SAMN05930356,Model organism or animal,Not applicable,6016624972,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,Block Island,SRX2313695,Illumina HiSeq 2500,BI-10,41.1818 N 71.5793 W,BI-10,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-10,male,SRP092392,Not applicable,caudal fin
SRR4781724,Not applicable,WGS,assembly,202,99968184,PRJNA323589,SAMN05930431,Model organism or animal,Not applicable,274501442,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,Bridgeport,SRX2313696,Illumina HiSeq 2500,BP-38,41.1570 N 73.2189 W,BP-38,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-38,female,SRP092392,Not applicable,caudal fin
SRR4781725,Not applicable,WGS,assembly,202,735040832,PRJNA323589,SAMN05930432,Model organism or animal,Not applicable,466612342,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,Bridgeport,SRX2313697,Illumina HiSeq 2500,BP-39,41.1570 N 73.2189 W,BP-39,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-39,female,SRP092392,Not applicable,caudal fin
SRR4781726,Not applicable,WGS,assembly,202,234684004,PRJNA323589,SAMN05930437,Model organism or animal,Not applicable,315029276,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313698,Illumina HiSeq 2500,BP-43,41.1570 N 73.2189 W,BP-43,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-43,female,SRP092392,Not applicable,caudal fin
SRR4781728,Not applicable,WGS,assembly,202,1066997734,PRJNA323589,SAMN05930438,Model organism or animal,Not applicable,557873967,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313699,Illumina HiSeq 2500,BP-44,41.1570 N 73.2189 W,BP-44,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-44,male,SRP092392,Not applicable,caudal fin
SRR4781730,Not applicable,WGS,assembly,202,1099281576,PRJNA323589,SAMN05930439,Model organism or animal,Not applicable,564384494,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,Bridgeport,SRX2313700,Illumina HiSeq 2500,BP-45,41.1570 N 73.2189 W,BP-45,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-45,female,SRP092392,Not applicable,caudal fin
SRR4781731,Not applicable,WGS,assembly,202,1100709514,PRJNA323589,SAMN05930440,Model organism or animal,Not applicable,572843086,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313701,Illumina HiSeq 2500,BP-46,41.1570 N 73.2189 W,BP-46,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-46,male,SRP092392,Not applicable,caudal fin
SRR4781733,Not applicable,WGS,assembly,202,735855700,PRJNA323589,SAMN05930433,Model organism or animal,Not applicable,462579520,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,bam,fasta","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,Bridgeport,SRX2313702,Illumina HiSeq 2500,BP-3,41.1570 N 73.2189 W,BP-3,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-3,female,SRP092392,Not applicable,caudal fin
